5;0;0;12020;12020;1;10376711061194
0;0;0;12020;12020;1;10376711737081
0;1;0;12020;12020;1;10376713453144
1;0;0;12020;12020;1;10376713793173
1;1;0;12020;12020;1;10376714455170
3;0;0;12020;12020;1;10376714793108
3;1;0;12020;12020;1;10376715276726
4;0;0;12020;12020;1;10376716077343
4;1;0;12020;12020;1;10376718071074
6;0;0;12020;12023;6;10376721492861
2;0;0;12020;12023;6;10376722681395
4;0;0;12020;12023;6;10376723612362
4;1;0;12020;12023;6;10376725117905
2;1;0;12020;12023;6;10376725618242
2;0;0;12020;12023;6;10377725885961
4;0;0;12020;12023;6;10377727520245
4;1;0;12020;12023;6;10377728941869
2;1;0;12020;12023;6;10377729337417
2;0;0;12020;12023;6;10378731342219
2;0;1;12020;12023;6;10378732303375
2;0;0;12020;12023;6;10378732715584
4;0;0;12020;12023;6;10378733096932
4;1;0;12020;12023;6;10378733682181
2;1;0;12020;12023;6;10378734001650
2;0;0;12020;12023;6;10379734873241
2;0;1;12020;12023;6;10379735683358
2;0;0;12020;12023;6;10379736780874
4;0;0;12020;12023;6;10379737378172
4;1;0;12020;12023;6;10379737803530
2;1;0;12020;12023;6;10379738869174
2;0;0;12020;12023;6;10380740769895
4;0;0;12020;12023;6;10380741352463
4;0;1;12020;12023;6;10380742039721
4;0;0;12020;12023;6;10380742401560
4;1;0;12020;12023;6;10380742725678
2;1;0;12020;12023;6;10380743162767
2;0;0;12020;12023;6;10381744291863
4;0;0;12020;12023;6;10381745578248
4;0;1;12020;12023;6;10381746122345
4;0;0;12020;12023;6;10381747166101
4;1;0;12020;12023;6;10381747546959
2;1;0;12020;12023;6;10381748762784
2;0;0;12020;12023;6;10382751546419
4;0;0;12020;12023;6;10382752843004
4;1;0;12020;12023;6;10382753714980
2;1;0;12020;12023;6;10382754333547
2;0;0;12020;12023;6;10383758060930
4;0;0;12020;12023;6;10383758826746
4;0;1;12020;12023;6;10383759330034
4;0;0;12020;12023;6;10383761109617
4;1;0;12020;12023;6;10383761532115
2;1;0;12020;12023;6;10383763158339
2;0;0;12020;12023;6;10384771141518
4;0;0;12020;12024;6;10384774711592
4;1;0;12020;12024;6;10384775096452
2;1;0;12020;12024;6;10384775823038
2;0;0;12020;12024;6;10385776760149
2;0;1;12020;12024;6;10385777472096
2;0;0;12020;12024;6;10385778121573
4;0;0;12020;12024;6;10385778556882
4;1;0;12020;12024;6;10385778969719
2;1;0;12020;12024;6;10385779323198
6;1;0;12020;12024;6;10386780234680
5;1;0;12020;12020;1;10386785384119
